id	ALPHA_J2000	DELTA_J2000	FLUX_RADIUS	CLASS_STAR	fitclass	Z_B	Z_B_MIN	Z_B_MAX	T_B	star_flag	MAG_u	MAG_g	MAG_r	MAG_i	MAG_y	MAG_z
W1m4p1_46584	30.98102186	-6.331667928	3.83498	0.0144142	0	0.66	0.26	1.65	3.273	0	24.0272	23.4107	22.8295	22.3659	-99.0	21.9589
W1m4p1_46602	30.5995779	-6.332199731	4.77977	0.0259803	0	0.31	0.03	0.63	3.273	0	22.8862	22.2693	-99.0	21.3105	-99.0	21.219
W1m4p1_46603	30.73890975	-6.332040298	3.42175	0.0296598	0	0.31	0.01	0.49	3.182	0	22.1744	21.5018	20.8129	20.6224	-99.0	20.3254
W1m4p1_46605	31.06105409	-6.331105097	3.37961	0.0287147	0	0.43	0.242	0.618	2.727	0	23.6493	23.0464	22.0661	21.6878	-99.0	21.52
W1m4p1_46651	30.41527238	-6.33090094	2.78539	0.0776483	0	0.3	0.01	0.471	5.545	0	22.4028	21.9956	21.5077	21.547	-99.0	21.3042
W1m4p1_46660	30.66311684	-6.331296648	2.83595	0.0653298	0	0.84	0.598	1.082	1.545	0	24.804	24.0223	23.015	21.8712	-99.0	21.3303
W1m4p1_46671	30.6599922	-6.331136748	2.90817	0.0368207	0	0.67	0.451	0.889	3.364	0	23.8279	23.5092	22.8295	22.2499	-99.0	22.0476
W1m4p1_46686	30.68967709	-6.330925844	3.40627	0.0298621	0	0.25	0.05	0.414	1.818	0	23.8762	22.6472	21.8679	21.4413	-99.0	21.204
W1m4p1_46695	30.69744496	-6.330754737	3.12212	0.0285534	0	0.28	0.01	0.448	3.455	0	23.4266	22.7256	22.0985	21.9732	-99.0	21.7599
W1m4p1_46706	30.52988772	-6.331591507	5.01953	0.0268158	0	0.65	0.433	0.867	3.091	0	23.0084	22.5119	21.8045	21.1931	-99.0	20.9202
W1m4p1_46716	30.48606763	-6.330862976	3.44073	0.0209725	0	0.53	0.329	0.731	3.182	0	24.1551	23.7845	22.8808	22.4895	-99.0	22.2519
W1m4p1_46732	31.04719705	-6.330205669	3.09115	0.033445	0	0.72	0.494	0.95	4.091	0	23.2168	23.0212	22.6385	21.9941	-99.0	21.9164
W1m4p1_46749	30.23671836	-6.330651424	5.22105	0.0260584	0	0.39	0.207	0.59	2.0	0	23.7475	22.8262	21.8057	21.3754	-99.0	21.0935
W1m4p1_46772	30.73513527	-6.330696906	4.48008	0.0154417	0	0.69	0.468	1.67	2.182	0	24.2544	-99.0	22.6379	22.0195	-99.0	21.3715
W1m4p1_46776	30.41093573	-6.330351252	3.37652	0.0284861	0	0.46	0.268	0.66	3.455	0	22.8701	22.4867	21.7218	21.4149	-99.0	21.2456
W1m4p1_46805	30.50798645	-6.330019101	2.531	0.372175	0	0.41	0.225	0.61	3.364	0	23.5832	23.1214	22.2986	22.0804	-99.0	21.857
W1m4p1_46844	30.19862132	-6.329637789	4.43962	0.0146837	0	0.8	0.564	1.036	3.818	0	23.67	23.5499	23.2314	22.4637	-99.0	22.3491
W1m4p1_46892	30.53287481	-6.329765255	3.4296	0.0371753	0	0.42	0.234	0.606	1.0	0	24.867	22.7798	21.218	20.4194	-99.0	20.0867
W1m4p1_46916	30.89204111	-6.329185633	3.28636	0.0480659	0	0.54	0.338	0.742	1.0	0	27.0584	24.4727	23.2239	22.0842	-99.0	21.781
W1m4p1_46936	30.55281557	-6.329116313	2.58706	0.440785	0	0.78	0.546	1.73	5.636	0	22.7759	22.6055	22.3781	21.971	-99.0	21.7356
W1m4p1_46963	30.18845814	-6.329038529	3.32954	0.0253345	0	0.85	0.607	1.12	1.818	0	24.9326	24.2568	23.3278	22.2839	-99.0	21.7932
W1m4p1_46997	31.09618395	-6.328563004	2.81037	0.0373742	0	0.63	0.34	0.844	1.909	0	24.7967	23.6737	22.8113	21.9946	-99.0	21.7286
W1m4p1_47008	30.49536222	-6.3292134	4.82412	0.027963	0	0.33	0.155	0.56	2.455	0	23.174	22.323	21.5456	21.1788	-99.0	20.8769
W1m4p1_47073	30.53529554	-6.328208834	2.74622	0.0789173	0	0.72	0.494	0.95	2.727	0	24.5369	23.8364	23.242	22.444	-99.0	22.1521
W1m4p1_47100	31.10988115	-6.327967515	3.23199	0.0400685	0	0.86	0.616	1.104	1.0	0	99.0	25.5147	23.4087	22.0718	-99.0	21.2624
W1m4p1_47106	31.08316635	-6.328840648	4.48762	0.0280105	0	0.44	0.251	0.63	3.727	0	22.6011	22.2204	21.4895	21.187	-99.0	21.1762
W1m4p1_47122	30.72120337	-6.327767513	2.86108	0.192729	0	1.33	0.9	1.83	1.455	0	24.9198	23.8771	23.3262	22.3851	-99.0	21.4499
W1m4p1_47132	30.48122536	-6.328940317	3.59772	0.0299009	0	0.84	0.598	1.082	1.091	0	25.4136	24.5216	22.7606	21.4409	-99.0	20.8888
W1m4p1_47169	30.65908392	-6.327529963	2.92423	0.0296211	0	0.64	0.4	0.855	3.545	0	23.8701	23.5254	22.9014	22.3284	-99.0	22.2762
W1m4p1_47191	30.83965801	-6.327324432	3.91836	0.0421734	0	0.78	0.546	1.014	1.182	0	25.8774	24.6579	23.154	21.8577	-99.0	21.255
W1m4p1_47234	30.73735104	-6.327448319	3.51818	0.0251031	0	0.91	0.659	1.33	3.182	0	23.531	23.2991	22.8432	22.0549	-99.0	21.632
W1m4p1_47246	30.59762955	-6.327652221	3.84755	0.0242898	0	0.23	0.01	0.46	3.091	0	23.7367	22.9624	22.4286	22.0677	-99.0	21.9425
W1m4p1_47262	30.84076868	-6.326942442	2.58668	0.202483	0	0.78	0.546	1.014	1.364	0	25.3928	24.5192	23.3411	21.9685	-99.0	21.5834
W1m4p1_47277	30.33871306	-6.327462241	4.02267	0.0256837	0	0.17	0.01	0.33	3.727	0	22.9312	22.1641	21.9009	21.6624	-99.0	21.5196
W1m4p1_47280	30.60664056	-6.327606602	3.47837	0.0304261	0	0.68	0.459	0.901	1.091	0	25.9265	23.8575	22.3701	21.0386	-99.0	20.584
W1m4p1_47281	30.25861317	-6.326871451	3.20039	0.100103	0	0.85	0.607	1.093	1.273	0	25.7104	24.7298	23.3922	22.2453	-99.0	21.4673
W1m4p1_47329	30.58131807	-6.32777994	5.39605	0.0179281	0	0.86	0.616	1.43	3.455	0	22.8164	22.4916	22.2414	21.4872	-99.0	21.1433
W1m4p1_47398	30.95786907	-6.326786653	3.75488	0.0263458	0	0.69	0.468	0.912	3.0	0	23.8482	23.2525	22.6199	21.8717	-99.0	21.673
W1m4p1_47413	30.63100306	-6.32712705	4.34931	0.0189077	0	0.59	0.22	0.799	4.0	0	23.1209	22.8317	22.3104	21.9415	-99.0	21.9775
W1m4p1_47433	31.13453515	-6.325862978	2.59834	0.10654	0	0.65	0.38	0.867	3.273	0	24.1072	23.5763	22.9576	22.3672	-99.0	22.1557
W1m4p1_47443	31.04586006	-6.326076516	4.04555	0.00838035	0	0.25	0.02	0.53	4.182	0	23.7097	23.1952	22.7097	22.4868	-99.0	22.4517
W1m4p1_47452	30.24117407	-6.326698567	3.99826	0.0282348	0	0.58	0.36	0.787	1.727	0	24.2446	23.0831	22.1369	21.3699	-99.0	20.9785
W1m4p1_47475	30.53993398	-6.326016972	3.41809	0.0254556	0	0.54	0.3	0.742	3.182	0	24.2615	23.7634	22.9429	22.4892	-99.0	22.3396
W1m4p1_47477	31.04817337	-6.325661713	2.94896	0.0399625	0	0.69	0.468	0.912	2.273	0	24.8497	24.1786	23.2656	22.4375	-99.0	22.1984
W1m4p1_47493	30.67092754	-6.32634197	3.32589	0.0327743	0	0.7	0.477	0.923	1.0	0	99.0	24.8096	23.5694	22.0855	-99.0	21.5599
W1m4p1_47545	31.09551875	-6.327137595	4.24591	0.0321135	0	0.59	0.381	0.799	1.0	0	25.8459	23.1956	21.7489	20.5103	-99.0	20.1192
W1m4p1_47575	30.78015198	-6.326001472	3.66418	0.0287074	0	0.54	0.04	0.742	2.818	0	22.8401	-99.0	21.3549	20.8376	-99.0	20.6463
W1m4p1_47624	30.66666307	-6.325027278	2.92454	0.0325407	0	0.73	0.503	1.46	3.091	0	23.9454	23.3687	22.8488	22.1371	-99.0	21.816
W1m4p1_47676	31.00786318	-6.32590308	6.13812	0.013395	0	0.85	0.607	1.44	3.545	0	22.8957	22.6265	22.314	21.6213	-99.0	21.2594
W1m4p1_47716	30.28499028	-6.324107744	2.41302	0.718326	0	0.35	0.173	0.527	1.273	0	25.4755	24.092	22.7744	22.2836	-99.0	22.0722
W1m4p1_47720	30.27531569	-6.324341913	5.04093	0.00692713	0	0.74	0.512	0.97	3.818	0	23.77	23.5981	23.2232	22.481	-99.0	22.44
W1m4p1_47739	30.47739221	-6.324197138	2.38321	0.782872	0	0.85	0.607	1.23	1.091	0	26.3633	25.271	23.7926	22.3227	-99.0	21.6109
W1m4p1_47750	30.60784223	-6.324371032	3.46837	0.0278408	0	0.77	0.538	1.002	1.636	0	24.8134	23.7484	22.916	21.7742	-99.0	21.2805
W1m4p1_47765	30.67303251	-6.324628948	3.24252	0.0402944	0	0.77	0.538	1.002	1.636	0	24.6039	23.8827	22.7293	21.6421	-99.0	21.2384
W1m4p1_47777	30.30825294	-6.323904781	2.85751	0.0347865	0	0.38	0.199	0.62	2.727	0	24.2274	23.5015	22.7173	22.3014	-99.0	22.0557
W1m4p1_47783	30.38984876	-6.324257504	3.96923	0.0184512	0	0.86	0.616	1.33	1.636	0	24.9114	24.0478	23.1599	22.1502	-99.0	21.4509
W1m4p1_47785	31.10235859	-6.324464413	3.69638	0.0274592	0	0.64	0.425	0.855	1.273	0	25.5819	24.0538	22.8465	21.7355	-99.0	21.2847
W1m4p1_47801	30.29647372	-6.323796695	2.597	0.687816	0	0.64	0.27	0.855	3.909	0	23.4902	23.1618	22.7068	22.1392	-99.0	22.1794
W1m4p1_47815	30.5630999	-6.324950949	3.86879	0.0286447	0	0.28	0.112	0.64	4.455	0	21.7628	21.4341	20.9321	20.6542	-99.0	20.5326
W1m4p1_47842	30.81759321	-6.323946172	4.03256	0.0254254	0	0.9	0.651	1.149	1.091	0	26.2271	25.227	23.4726	22.0404	-99.0	21.3189
W1m4p1_47843	30.8722862	-6.323561363	2.91382	0.0308549	0	0.78	0.546	1.54	4.091	0	23.4298	23.237	22.9835	22.4509	-99.0	22.2675
W1m4p1_47844	30.52701721	-6.323605974	3.10766	0.0282708	0	0.26	0.095	0.44	1.455	0	24.9917	23.6295	22.6689	22.1651	-99.0	21.9795
W1m4p1_47846	30.33725688	-6.323575684	3.11552	0.0269592	0	0.88	0.633	1.127	3.545	0	23.5461	23.3975	23.1079	22.2499	-99.0	22.0118
W1m4p1_47852	30.77874905	-6.323884863	3.80948	0.0272828	0	0.42	0.22	0.67	4.0	0	22.9751	22.6378	22.1033	21.7957	-99.0	21.7176
W1m4p1_47873	30.94037745	-6.32386627	3.13981	0.0312838	0	0.31	0.138	0.482	1.091	0	24.7955	23.0568	21.8196	21.2339	-99.0	20.9858
W1m4p1_47877	31.10676969	-6.323404673	3.46149	0.0256177	0	0.71	0.485	0.98	3.182	0	23.8279	23.3856	22.7959	22.1025	-99.0	21.8587
W1m4p1_47909	30.8311244	-6.32337631	3.2189	0.0272184	0	0.33	0.155	0.58	2.364	0	24.276	23.4323	22.6478	22.2592	-99.0	21.9945
W1m4p1_47910	31.02892674	-6.323042092	2.52533	0.636307	0	0.42	0.21	0.72	3.273	0	24.0441	23.4456	22.8216	22.416	-99.0	22.124
W1m4p1_47917	30.74649065	-6.323790468	3.29049	0.0262464	0	0.24	0.01	0.52	3.182	0	23.9625	23.204	22.7199	22.3363	-99.0	22.1343
W1m4p1_47921	31.0687799	-6.323546097	3.98848	0.0187115	0	0.8	0.564	1.13	3.636	0	23.5643	23.3917	23.0113	22.2817	-99.0	22.0974
W1m4p1_47931	30.47085213	-6.323550118	3.05387	0.0331873	0	0.26	0.06	0.44	3.455	0	22.2898	21.5796	21.1284	20.8587	-99.0	20.6811
W1m4p1_47944	30.50247467	-6.324324644	5.52028	0.0275442	0	0.87	0.624	1.116	2.818	0	22.7047	22.2913	21.8051	20.8629	-99.0	20.49
W1m4p1_47945	30.85757874	-6.32340644	3.20221	0.0287983	0	0.25	0.01	0.43	2.909	0	23.3991	22.5823	21.9658	21.6484	-99.0	21.4816
W1m4p1_47950	30.86551021	-6.32394419	6.52241	3.17163E-4	0	0.99	0.729	1.51	3.364	0	23.3858	23.1222	22.8166	22.1999	-99.0	21.6824
W1m4p1_47952	30.60017922	-6.322892361	3.73541	0.0250552	0	0.66	0.43	0.878	3.545	0	23.5289	23.141	22.5925	21.9788	-99.0	21.8983
W1m4p1_47996	30.60406594	-6.323353512	4.15652	0.0267726	0	0.41	0.225	0.63	3.364	0	23.1503	22.6478	21.9014	21.5996	-99.0	21.4189
W1m4p1_47999	30.18998299	-6.322554311	3.34993	0.0251868	0	0.18	0.01	0.35	3.636	0	23.5946	22.8401	-99.0	22.2185	-99.0	22.2319
W1m4p1_48003	30.61378722	-6.324358747	4.16034	0.0288235	0	0.38	0.199	0.7	2.727	0	21.8321	21.1577	-99.0	19.9476	-99.0	19.6909
W1m4p1_48019	30.28232468	-6.323049174	3.23191	0.0292004	0	0.59	0.3	0.799	3.455	0	22.622	22.2043	21.5471	21.1061	-99.0	20.8913
W1m4p1_48051	31.01912753	-6.322075989	2.42025	0.539039	0	0.28	0.08	0.49	2.091	0	24.7854	23.7175	22.9674	22.4645	-99.0	22.3145
W1m4p1_48130	30.86830693	-6.321675025	2.76047	0.0501662	0	0.31	0.01	2.26	5.818	0	23.0623	22.6128	22.1777	22.3193	-99.0	22.0258
W1m4p1_48169	30.65504062	-6.322975272	6.2531	0.022191	0	0.24	0.01	0.42	3.545	0	22.397	21.7153	21.2023	20.9971	-99.0	20.9089
W1m4p1_48173	30.4028441	-6.321644357	3.58457	0.0269295	0	0.2	0.03	0.47	4.0	0	23.0281	22.4729	22.2312	21.9463	-99.0	21.8155
W1m4p1_48174	30.30611144	-6.322515352	3.87591	0.0284383	0	0.08	0.0	0.25	2.818	0	22.946	21.9389	21.5853	21.3238	-99.0	21.3413
W1m4p1_48179	30.65321977	-6.321420674	2.43113	0.39677	0	0.21	0.01	0.4	3.182	0	24.0029	23.2015	22.6623	22.4011	-99.0	22.2727
W1m4p1_48188	30.83115485	-6.321841388	4.55421	0.0178058	0	0.46	0.24	0.652	4.0	0	23.3307	22.9967	22.3517	21.9519	-99.0	22.1222
W1m4p1_48192	30.7765278	-6.321581708	2.89107	0.0411481	0	0.57	0.364	0.776	1.545	0	25.2404	23.9015	22.9156	22.122	-99.0	21.6593
W1m4p1_48241	30.55953057	-6.322029808	4.76848	0.0284807	0	0.66	0.43	0.878	3.455	0	22.1958	21.8177	21.2553	20.6579	-99.0	20.5141
W1m4p1_48244	30.52931208	-6.321759333	3.95535	0.0274993	0	0.3	0.07	0.55	2.636	0	23.3864	22.5591	21.8791	21.4931	-99.0	21.236
W1m4p1_48254	30.419047	-6.322528698	3.99763	0.0286683	0	0.48	0.286	0.674	1.455	0	23.5888	22.3274	21.0483	20.3936	-99.0	20.0091
W1m4p1_48259	30.98877663	-6.322266442	4.71713	0.0286293	0	0.26	0.05	0.43	3.545	0	21.2578	20.6227	20.169	19.9523	-99.0	19.7593
W1m4p1_48264	31.11928231	-6.321042466	4.23371	0.0271096	0	0.59	0.381	0.799	1.182	0	25.4156	23.8011	22.5829	21.5211	-99.0	21.1555
W1m4p1_48300	30.56562117	-6.321296545	2.99378	0.0392975	0	0.31	0.01	0.55	3.545	0	22.6347	22.0623	21.5437	21.2877	-99.0	21.0473
W1m4p1_48312	30.95746739	-6.32189987	3.30226	0.0336624	0	0.47	0.277	0.663	1.818	0	23.5629	22.5488	21.4439	20.8464	-99.0	20.5768
W1m4p1_48326	30.7028077	-6.320709686	2.81509	0.0357318	0	0.32	0.03	0.58	3.364	0	23.0187	22.4124	21.7954	21.4938	-99.0	21.2974
W1m4p1_48354	31.01789741	-6.320256031	3.61357	0.0129146	0	0.3	0.11	0.6	4.091	0	23.5183	23.1512	22.6202	22.4441	-99.0	22.3607
W1m4p1_48389	30.35340976	-6.319974165	2.84414	0.0420806	0	1.42	0.8	1.93	3.727	0	23.0227	22.8392	22.7514	22.4135	-99.0	22.1764
W1m4p1_48434	30.23957679	-6.320873785	4.02577	0.0291113	0	0.72	0.494	0.946	2.0	0	23.641	22.8925	21.8964	21.042	-99.0	20.6262
W1m4p1_48439	31.1063418	-6.319997551	3.47499	0.028094	0	0.59	0.381	0.799	1.091	0	26.0943	24.1575	22.8518	21.739	-99.0	21.2958
W1m4p1_48455	31.08604414	-6.320002024	3.76721	0.0283509	0	0.13	0.0	0.278	3.545	0	22.7907	21.8987	21.7178	21.4139	-99.0	21.3788
W1m4p1_48468	30.56234418	-6.319436323	2.94559	0.0391915	0	0.48	0.286	0.674	1.273	0	25.9043	24.5008	23.134	22.3949	-99.0	22.1227
W1m4p1_48484	31.0302191	-6.320946859	3.34947	0.0450796	0	0.35	0.173	0.527	1.091	0	23.6393	21.8887	20.5896	19.9476	-99.0	19.6623
W1m4p1_48493	30.67579608	-6.320316805	4.78658	0.0218242	0	0.66	0.39	0.878	3.273	0	23.5241	22.9191	22.4064	21.7114	-99.0	21.5969
W1m4p1_48502	30.8563521	-6.31966866	5.27248	4.57191E-4	0	0.85	0.607	1.54	4.091	0	23.4081	23.1112	23.0406	22.3765	-99.0	22.2546
W1m4p1_48516	30.18843436	-6.319321285	3.02577	0.128213	0	0.83	0.59	1.07	1.091	0	26.4872	24.8878	23.172	21.9425	-99.0	21.0495
W1m4p1_48547	30.91106046	-6.319419835	3.64397	0.0278652	0	0.24	0.01	0.43	3.0	0	23.3243	22.5237	21.918	21.6315	-99.0	21.4386
W1m4p1_48564	31.14388576	-6.318665049	2.98853	0.0307271	0	0.9	0.651	1.16	2.636	0	24.2862	23.9317	23.307	22.4337	-99.0	22.0093
W1m4p1_48568	30.59150204	-6.319235594	2.93321	0.0961495	0	0.72	0.494	0.946	1.091	0	25.6536	24.084	22.6342	21.2603	-99.0	20.8245
W1m4p1_48570	31.09413002	-6.319102383	3.55009	0.025284	0	0.72	0.494	0.946	2.0	0	24.7315	23.7856	22.9487	22.063	-99.0	21.7095
W1m4p1_48580	30.74266383	-6.318963289	2.74978	0.429393	0	0.26	0.01	0.43	3.818	0	22.9809	22.3703	22.007	21.7731	-99.0	21.608
W1m4p1_48585	30.38249714	-6.318957579	3.47958	0.0248899	0	0.7	0.477	0.97	3.364	0	23.6667	23.2116	22.7007	22.0468	-99.0	21.8451
W1m4p1_48587	30.25611979	-6.31893034	3.19604	0.0340578	0	0.18	0.025	0.35	3.182	0	22.9227	22.0195	21.6493	21.3468	-99.0	21.1809
W1m4p1_48594	30.8374971	-6.319266172	3.42099	0.0285244	0	0.54	0.338	0.742	2.545	0	23.9278	23.2725	22.2892	21.7087	-99.0	21.6233
W1m4p1_48648	30.2612803	-6.318776145	3.19325	0.0314555	0	0.56	0.355	0.765	2.455	0	22.7778	22.1126	21.1421	20.5946	-99.0	20.2836
W1m4p1_48654	30.66119134	-6.318435774	2.50385	0.741459	0	0.48	0.286	0.674	1.091	0	25.9721	24.018	22.6372	21.8245	-99.0	21.443
W1m4p1_48673	30.61647	-6.318860587	4.56485	0.0148707	0	1.04	0.772	1.308	2.273	0	23.8903	23.6375	22.9856	22.1496	-99.0	21.4398
W1m4p1_48785	30.81041085	-6.318474945	3.42134	0.0291745	0	0.6	0.33	0.81	2.455	0	22.5958	21.7993	20.977	20.3228	-99.0	20.0632
W1m4p1_48797	30.56799017	-6.317711705	3.01164	0.027238	0	0.2	0.01	0.4	3.818	0	23.4929	22.8338	22.4809	22.2968	-99.0	22.1612
W1m4p1_48798	31.10669586	-6.317313577	2.52667	0.451041	0	0.53	0.329	0.731	1.091	0	27.0776	24.7207	23.4248	22.378	-99.0	22.0794
W1m4p1_48818	30.78703295	-6.317727657	3.88876	0.0244981	0	0.79	0.555	1.025	1.545	0	24.7547	23.9645	22.8655	21.7876	-99.0	21.3194
W1m4p1_48823	30.82923152	-6.317763422	3.75874	0.0272206	0	0.61	0.27	0.821	4.0	0	22.8061	22.6043	22.0706	21.6784	-99.0	21.6412
W1m4p1_48867	30.6277134	-6.317565597	3.58689	0.028387	0	0.7	0.477	0.97	4.273	0	22.5388	22.4077	22.0246	21.4758	-99.0	21.384
W1m4p1_48872	30.60339684	-6.317887901	3.48665	0.0315767	0	0.42	0.234	0.606	1.0	0	25.5995	23.2686	21.8598	21.1278	-99.0	20.8029
W1m4p1_48890	30.78117257	-6.317875296	3.10771	0.0311544	0	0.33	0.155	0.59	2.818	0	22.5674	21.8669	21.1206	20.7331	-99.0	20.4845
W1m4p1_48903	30.83990111	-6.317218775	2.82848	0.0917877	0	0.65	0.433	0.867	1.273	0	25.7449	24.5009	23.1556	22.0406	-99.0	21.7273
W1m4p1_48906	30.98004236	-6.317775785	4.09459	0.0279834	0	0.4	0.216	0.63	2.364	0	23.4763	22.6897	21.815	21.3366	-99.0	21.1314
W1m4p1_48920	30.30507677	-6.316736937	2.9932	0.0541012	0	0.87	0.624	1.45	5.273	0	23.4319	23.2256	23.2042	22.4536	-99.0	22.4274
W1m4p1_48933	30.34296207	-6.31733914	4.97039	0.0234498	0	0.46	0.268	0.652	3.636	0	22.9913	22.6196	21.9084	21.5565	-99.0	21.513
W1m4p1_48981	30.35871567	-6.317517697	5.19094	0.0083951	0	0.51	0.312	0.708	3.636	0	23.2573	23.0078	22.2413	21.9545	-99.0	21.7478
W1m4p1_49023	30.62633053	-6.317067074	2.72995	0.770676	0	0.5	0.303	0.697	1.0	0	26.5684	23.6567	22.3028	21.3585	-99.0	20.9861
W1m4p1_49025	30.28936657	-6.316763669	4.78193	0.019417	0	0.1	0.0	0.28	2.818	0	23.5208	22.5672	22.1777	21.8391	-99.0	21.8607
W1m4p1_49084	30.30989146	-6.3158462	2.33975	0.930472	0	0.27	0.04	0.5	2.727	0	24.1671	23.3479	22.7073	22.2633	-99.0	22.1935
W1m4p1_49134	30.34734953	-6.31651049	4.38681	0.0224089	0	0.8	0.564	1.036	1.545	0	25.1638	24.0803	23.1552	22.0895	-99.0	21.4228
W1m4p1_49141	30.58378175	-6.317297473	4.6893	0.0286462	0	0.58	0.3	0.787	3.545	0	22.4387	22.0759	21.4079	21.0038	-99.0	20.8557
W1m4p1_49163	30.48146827	-6.315662334	3.23783	0.0200419	0	0.1	0.0	2.22	3.818	0	23.5225	22.8339	22.7624	22.4605	-99.0	22.2162
W1m4p1_49218	30.40855358	-6.315473019	3.57039	0.0181738	0	0.62	0.39	0.833	3.727	0	23.7116	23.4914	22.8332	22.2911	-99.0	22.3397
W1m4p1_49225	30.50565381	-6.316820725	5.03295	0.0285018	0	0.46	0.268	0.81	2.636	0	22.5744	21.9679	-99.0	20.5612	-99.0	20.3472
W1m4p1_49240	30.63712045	-6.315303219	2.63645	0.0692315	0	0.87	0.624	1.24	1.636	0	25.277	24.6115	23.6894	22.3483	-99.0	21.9272
W1m4p1_49263	30.26328881	-6.314834277	2.27026	0.977493	0	0.55	0.346	0.754	1.091	0	26.4246	24.4593	22.9674	21.9748	-99.0	21.6032
W1m4p1_49266	30.74415591	-6.315473751	3.70516	0.0252957	0	0.66	0.44	0.878	3.455	0	23.4778	23.2074	22.4892	21.9873	-99.0	21.753
W1m4p1_49267	30.69094549	-6.315176902	2.49412	0.870548	0	0.63	0.416	0.844	1.0	0	26.9614	24.2041	22.6931	21.4129	-99.0	21.0212
W1m4p1_49276	30.41797275	-6.314917518	2.89913	0.0289742	0	0.92	0.668	1.21	1.545	0	25.2299	24.7392	23.5538	22.4402	-99.0	21.8753
W1m4p1_49286	31.01599631	-6.314840484	2.66996	0.246358	0	0.39	0.207	0.64	3.091	0	23.7753	23.1394	22.3958	21.9537	-99.0	21.8018
W1m4p1_49288	30.72249605	-6.315553618	5.00269	0.028659	0	0.15	0.0	0.65	1.364	0	-99.0	21.1087	20.4365	19.9648	-99.0	19.7619
W1m4p1_49289	30.610101	-6.315000479	4.59033	0.0239478	0	0.27	0.03	0.55	3.364	0	23.4772	22.8715	22.1894	21.852	-99.0	21.9947
W1m4p1_49349	30.78997038	-6.315866565	3.33281	0.0300983	0	0.47	0.277	0.663	2.0	0	22.9496	22.037	20.9655	20.3865	-99.0	20.1103
W1m4p1_49352	31.11172251	-6.315900565	4.23227	0.0285644	0	0.39	0.207	0.573	1.273	0	24.1208	22.6766	21.419	20.7784	-99.0	20.5
W1m4p1_49427	30.61058737	-6.313857381	3.97287	0.0228902	0	0.53	0.329	0.731	3.091	0	24.2672	24.1252	22.9691	22.47	-99.0	22.3942
W1m4p1_49449	30.27467153	-6.31387138	3.29975	0.0407938	0	0.32	0.02	0.55	3.545	0	23.3802	22.7964	22.1964	21.9365	-99.0	21.8279
W1m4p1_49466	30.70163562	-6.313592257	3.38459	0.0223954	0	0.19	0.01	0.35	2.909	0	24.1117	23.2109	22.7363	22.4621	-99.0	22.2367
W1m4p1_49480	30.54574319	-6.313540027	2.70483	0.135036	0	0.24	0.077	0.42	1.0	0	25.7324	23.9923	23.0	22.4443	-99.0	22.1778
W1m4p1_49495	30.69703518	-6.313642959	3.70587	0.0229623	0	0.75	0.52	0.98	1.0	0	99.0	25.5499	23.9474	22.3358	-99.0	21.7521
W1m4p1_49498	30.69429773	-6.313925385	2.91063	0.0449756	0	0.37	0.19	0.55	1.091	0	25.1127	23.2798	22.0157	21.3234	-99.0	21.0132
W1m4p1_49512	30.88562124	-6.31340361	3.11515	0.0292087	0	0.82	0.581	1.09	4.091	0	22.8829	22.8352	22.5617	21.9031	-99.0	21.7537
W1m4p1_49535	30.33144573	-6.313205976	2.60775	0.569857	0	0.71	0.485	0.935	1.273	0	25.0631	24.001	22.5258	21.3854	-99.0	20.9781
W1m4p1_49552	30.89946378	-6.313011005	2.9376	0.0351742	0	0.57	0.32	0.776	3.273	0	23.8732	23.4447	22.6432	22.141	-99.0	22.0798
W1m4p1_49563	30.88449281	-6.312983598	3.06427	0.0253153	0	0.9	0.651	1.149	3.636	0	23.6149	23.6486	23.3564	22.4903	-99.0	22.1666
W1m4p1_49571	30.72023744	-6.31386568	4.3817	0.0279463	0	0.49	0.294	0.84	3.182	0	23.058	22.6372	-99.0	21.2763	-99.0	21.138
W1m4p1_49583	30.98532019	-6.314916758	5.3559	0.0285981	0	0.72	0.494	0.946	1.909	0	22.8926	22.1253	21.1096	20.1785	-99.0	19.8452
W1m4p1_49592	31.03482197	-6.313153964	4.03162	0.0271695	0	0.89	0.642	1.2	1.273	0	24.8753	24.1349	22.8315	21.6471	-99.0	20.9106
W1m4p1_49616	30.45207986	-6.31358255	3.83154	0.0291623	0	0.32	0.147	0.59	2.273	0	22.2743	21.3847	20.6307	20.1951	-99.0	19.8749
W1m4p1_49638	30.84805173	-6.31271915	3.03761	0.0326271	0	0.42	0.234	0.63	2.455	0	24.1786	23.4126	22.5145	22.0045	-99.0	21.8991
W1m4p1_49657	30.23425365	-6.312421708	3.02885	0.0276681	0	0.66	0.442	0.878	3.273	0	23.8394	23.5412	22.7516	22.1427	-99.0	21.9518
W1m4p1_49659	30.41633265	-6.31277046	3.96588	0.0296561	0	0.84	0.598	1.46	4.0	0	22.238	22.0071	21.8379	21.3022	-99.0	21.0504
W1m4p1_49662	30.45991003	-6.312799766	2.41933	0.969324	0	0.89	0.642	1.23	1.636	0	24.0012	23.3681	22.4806	21.1793	-99.0	20.6662
W1m4p1_49681	30.72573183	-6.313316119	3.51262	0.0287645	0	0.21	0.051	0.38	1.091	0	23.9353	22.3694	21.3724	20.8877	-99.0	20.6188
