id	ALPHA_J2000	DELTA_J2000	FLUX_RADIUS	CLASS_STAR	fitclass	Z_B	Z_B_MIN	Z_B_MAX	T_B	star_flag	MAG_u	MAG_g	MAG_r	MAG_i	MAG_y	MAG_z
W1m0m3_96109	34.77885	-9.748517988	2.51338	0.842929	0	0.86	0.616	1.104	1.0	0	99.0	25.7112	23.5676	22.301	-99.0	21.4699
W1m0m3_96385	34.35065562	-9.747243876	4.64639	0.0119016	0	0.79	0.555	1.025	1.273	0	25.9188	24.8435	23.6505	22.3086	-99.0	21.7123
W1m0m3_96400	34.35225136	-9.747100831	2.85556	0.105818	0	0.67	0.451	0.889	1.091	0	26.0552	24.1727	22.5969	21.4136	-99.0	20.9622
W1m0m3_96415	34.63102325	-9.747683714	3.4738	0.0364868	0	0.68	0.459	0.901	1.0	0	26.8648	24.1377	22.4762	21.2473	-99.0	20.7077
W1m0m3_96518	34.69120696	-9.747403323	6.79589	0.00536372	0	0.62	0.407	0.833	1.455	0	25.2104	24.0355	22.7708	21.8463	-99.0	21.4601
W1m0m3_96559	34.10332909	-9.746099013	3.52056	0.0412329	0	0.93	0.677	1.24	1.182	0	25.5109	24.7447	23.2138	21.9899	-99.0	21.1262
W1m0m3_96685	34.43037823	-9.745767792	3.16801	0.0681721	0	0.59	0.381	0.799	1.0	0	26.9756	24.0532	22.5074	21.356	-99.0	20.9338
W1m0m3_96752	34.09386381	-9.746387269	3.68821	0.0304503	0	0.34	0.164	0.516	1.182	0	23.3827	21.8118	20.4916	19.9451	-99.0	19.6287
W1m0m3_96867	34.5171153	-9.744218749	2.79655	0.0820206	0	0.77	0.538	1.002	1.091	0	26.7161	25.2621	23.7459	22.415	-99.0	21.7715
W1m0m3_96954	34.93630594	-9.744613176	3.6238	0.0340137	0	0.57	0.364	0.776	1.091	0	25.8133	23.6369	22.1085	21.1294	-99.0	20.7008
W1m0m3_97006	34.67190677	-9.743653448	3.1224	0.0909588	0	0.53	0.329	0.731	1.0	0	26.5882	24.1555	22.6458	21.589	-99.0	21.2131
W1m0m3_97248	34.92430339	-9.74185528	3.09803	0.0431663	0	0.54	0.338	0.742	1.091	0	26.4245	24.5177	23.0029	22.1521	-99.0	21.5945
W1m0m3_97334	34.84630588	-9.741890917	2.93999	0.100869	0	0.71	0.485	0.935	1.091	0	26.1468	24.2562	22.7101	21.3464	-99.0	20.8326
W1m0m3_97406	34.21724517	-9.742756623	4.20148	0.029391	0	0.51	0.312	0.708	1.0	0	25.7133	23.1097	21.5713	20.6075	-99.0	20.2382
W1m0m3_97595	34.20333883	-9.739828218	2.45469	0.94736	0	0.76	0.529	0.991	1.091	0	26.3939	24.9223	23.3252	22.1004	-99.0	21.5027
W1m0m3_97789	34.29424167	-9.739472715	3.18842	0.044577	0	0.61	0.399	0.821	1.273	0	25.0415	23.6784	22.3127	21.3091	-99.0	20.9467
W1m0m3_97918	34.10773515	-9.737875663	3.00924	0.0459423	0	0.84	0.598	1.082	1.273	0	25.7562	24.5529	23.4316	22.3697	-99.0	21.4921
W1m0m3_97925	34.83610347	-9.738381423	3.31012	0.0246283	0	0.5	0.303	0.697	1.273	0	25.8643	24.2532	23.0235	22.2599	-99.0	21.8486
W1m0m3_98151	34.20626683	-9.737580689	3.68156	0.0293798	0	0.58	0.373	0.787	1.091	0	25.263	23.0391	21.5602	20.5478	-99.0	20.1104
W1m0m3_98274	34.56363085	-9.736346683	2.7361	0.290678	0	0.51	0.312	0.708	1.091	0	25.6819	23.6452	22.213	21.3257	-99.0	20.9399
W1m0m3_98340	34.61854218	-9.735951319	3.1213	0.036193	0	0.88	0.633	1.127	1.273	0	25.4766	24.6769	23.2466	21.9856	-99.0	21.3092
W1m0m3_98594	34.64378376	-9.734524139	2.52089	0.759252	0	0.51	0.312	0.708	1.0	0	27.5957	24.5139	22.9178	22.0501	-99.0	21.7252
W1m0m3_98654	34.31765147	-9.734782943	2.82678	0.421209	0	0.46	0.268	0.652	1.0	0	25.1038	22.827	21.3841	20.4286	-99.0	20.0264
W1m0m3_98685	34.73828518	-9.733902628	4.50887	0.0257181	0	0.86	0.616	1.104	1.455	0	24.5715	23.8197	22.6889	21.4855	-99.0	20.8878
W1m0m3_98783	34.30404736	-9.733448905	2.64519	0.738478	0	0.54	0.338	0.742	1.091	0	25.8519	23.7097	22.1745	21.2712	-99.0	20.9013
W1m0m3_98828	34.2457197	-9.733189846	3.56985	0.0271366	0	0.2	0.042	0.36	1.091	0	24.8595	23.3111	22.3381	21.9457	-99.0	21.6632
W1m0m3_99076	34.80589109	-9.731463308	3.82294	0.0275676	0	0.48	0.286	0.674	1.091	0	25.9593	23.9418	22.4764	21.7291	-99.0	21.3048
W1m0m3_99330	34.09146388	-9.731333748	4.73045	0.0284948	0	0.59	0.381	0.799	1.455	0	24.0882	22.8963	21.6153	20.7506	-99.0	20.3509
W1m0m3_99367	34.34072958	-9.729702693	3.14	0.0314918	0	0.58	0.373	0.787	1.0	0	99.0	25.0341	23.5034	22.4214	-99.0	21.9741
W1m0m3_99420	34.32345894	-9.729886195	3.33408	0.0285588	0	0.57	0.364	0.776	1.182	0	25.7272	24.2321	22.7733	21.8728	-99.0	21.413
W1m0m3_99434	34.96930664	-9.729823658	5.16044	0.019712	0	0.75	0.52	0.98	1.0	0	99.0	24.8902	23.3097	21.8678	-99.0	20.9775
W1m0m3_99528	34.63386042	-9.728850744	2.76965	0.0594893	0	0.42	0.234	0.606	1.0	0	26.5628	24.3899	22.8993	22.1681	-99.0	21.8134
W1m0m3_99539	34.6086651	-9.728926069	2.93087	0.0863413	0	0.52	0.32	0.72	1.364	0	25.6788	24.2722	22.9638	22.2723	-99.0	21.7294
W1m0m3_99821	34.48887902	-9.728591854	3.23895	0.0602395	0	0.38	0.199	0.561	1.091	0	24.3067	22.5313	21.1212	20.5206	-99.0	20.1617
W1m0m3_99992	34.76889355	-9.726014862	2.89171	0.0349041	0	1.0	0.737	1.263	1.091	0	26.3383	25.6436	23.7855	22.4402	-99.0	21.6875
W1m0m3_100379	34.22905989	-9.724758373	3.496	0.0340789	0	0.89	0.642	1.2	1.182	0	25.02	24.1432	22.5359	21.2744	-99.0	20.4308
W1m0m3_100399	34.1685409	-9.724162231	3.01662	0.0366338	0	0.3	0.129	0.471	1.0	0	25.5515	23.6576	22.4801	21.9731	-99.0	21.6467
W1m0m3_100468	34.10783983	-9.724917735	3.62809	0.0372089	0	0.4	0.216	0.584	1.0	0	24.3706	22.1955	20.6802	20.1056	-99.0	19.7352
W1m0m3_100503	34.14100477	-9.723205775	3.3596	0.0269347	0	0.85	0.607	1.093	1.091	0	26.2552	25.0356	23.3136	22.1463	-99.0	21.3412
W1m0m3_100510	34.35050343	-9.724382845	3.1644	0.0383173	0	0.5	0.303	0.697	1.182	0	25.059	23.5958	22.0474	21.3425	-99.0	20.909
W1m0m3_100878	34.31098269	-9.721131221	2.7984	0.0702236	0	0.66	0.442	0.878	1.182	0	25.3711	23.9482	22.4935	21.3913	-99.0	20.9557
W1m0m3_100924	34.9097202	-9.721639599	3.88104	0.0302455	0	0.55	0.346	0.754	1.091	0	25.5868	23.641	22.1953	21.2422	-99.0	20.7415
W1m0m3_101037	34.24353238	-9.720521777	3.39825	0.0290866	0	0.27	0.103	0.44	1.273	0	24.6099	23.2096	22.1007	21.6814	-99.0	21.3883
W1m0m3_101114	34.35489439	-9.721252445	3.99724	0.0286856	0	0.56	0.355	0.765	1.364	0	24.1498	22.7919	21.6349	20.7462	-99.0	20.3956
W1m0m3_101194	34.60764522	-9.719308932	4.41224	0.0389143	0	0.91	0.659	1.18	1.091	0	26.1004	25.134	23.4964	22.1685	-99.0	21.2399
W1m0m3_101209	34.61657448	-9.720002976	3.63263	0.038171	0	0.47	0.277	0.663	1.182	0	24.8305	23.2826	21.8796	21.1525	-99.0	20.7984
W1m0m3_101415	34.25405344	-9.718053575	2.87048	0.0861246	0	0.27	0.103	0.437	1.0	0	25.0492	23.3451	22.1658	21.6948	-99.0	21.4103
W1m0m3_101483	34.47862351	-9.71868988	3.4335	0.0308891	0	0.53	0.329	0.731	1.273	0	25.2235	23.7408	22.3615	21.529	-99.0	21.1434
W1m0m3_101547	34.10926968	-9.717387149	2.85827	0.0612715	0	0.39	0.207	0.573	1.0	0	25.3784	23.1811	21.6918	21.1365	-99.0	20.773
W1m0m3_101828	34.8542702	-9.716547476	4.30976	0.02726	0	0.86	0.616	1.104	1.091	0	25.8272	24.6209	22.8499	21.6792	-99.0	20.8578
W1m0m3_101952	34.18995682	-9.714948079	3.58292	0.0196207	0	0.98	0.72	1.25	1.273	0	25.4399	24.7791	23.4975	22.4521	-99.0	21.5634
W1m0m3_101976	34.16599978	-9.714914845	2.71933	0.598785	0	0.41	0.225	0.595	1.364	0	25.1022	23.7789	22.3769	21.8632	-99.0	21.5212
W1m0m3_102097	34.38432839	-9.714832938	4.57851	0.0285722	0	0.21	0.051	0.38	1.182	0	23.5828	22.1155	21.1885	20.7175	-99.0	20.428
W1m0m3_102192	34.59084639	-9.713918695	3.2479	0.022808	0	0.36	0.181	0.539	1.364	0	25.4915	24.1226	22.8848	22.399	-99.0	22.0536
W1m0m3_102221	34.58001477	-9.71400508	3.37711	0.124383	0	0.4	0.216	0.584	1.182	0	25.1511	23.6838	22.2434	21.675	-99.0	21.4025
W1m0m3_102278	34.69255002	-9.713760598	3.86878	0.0161021	0	0.69	0.468	0.912	1.273	0	26.1204	24.6426	23.4623	22.3163	-99.0	21.7507
W1m0m3_102452	34.27285693	-9.713815282	3.29662	0.0348536	0	0.45	0.26	0.64	1.273	0	24.4396	22.9245	21.6005	20.967	-99.0	20.5896
W1m0m3_102599	34.81053868	-9.713327736	4.00646	0.0300469	0	0.5	0.303	0.697	1.091	0	24.4754	22.4956	20.9553	20.1824	-99.0	19.7632
W1m0m3_102721	34.58404581	-9.712027735	3.0006	0.0603693	0	0.42	0.234	0.606	1.0	0	24.9925	22.7921	21.1593	20.547	-99.0	20.1681
W1m0m3_102875	34.43029928	-9.71115871	3.70641	0.0289222	0	0.16	0.0080	0.32	1.091	0	23.6234	22.0199	21.1628	20.7815	-99.0	20.4422
W1m0m3_102953	34.16484363	-9.710514843	3.62134	0.0289189	0	0.75	0.52	0.98	1.455	0	23.9771	23.1169	21.9157	20.7935	-99.0	20.352
W1m0m3_103006	34.93252861	-9.709180175	3.27567	0.0266367	0	0.9	0.651	1.149	1.091	0	26.2957	25.1796	23.4365	22.1598	-99.0	21.2329
W1m0m3_103129	34.35232303	-9.709865699	3.76394	0.0317632	0	0.45	0.26	0.64	1.0	0	25.0665	22.8974	21.3019	20.4801	-99.0	20.0153
W1m0m3_103182	34.1952816	-9.708444638	3.3884	0.0352464	0	0.81	0.572	1.048	1.0	0	99.0	25.2053	23.3089	21.9793	-99.0	21.1511
W1m0m3_103185	34.96900507	-9.70963953	4.10191	0.0356023	0	0.49	0.294	0.686	1.273	0	24.4506	22.9499	21.5497	20.8402	-99.0	20.4201
W1m0m3_103430	34.47342554	-9.707201089	2.79259	0.268359	0	0.34	0.164	0.516	1.0	0	25.7017	23.8089	22.3695	21.8126	-99.0	21.5483
W1m0m3_103497	34.57261132	-9.707126473	3.11342	0.0341777	0	0.43	0.242	0.618	1.182	0	24.8792	23.2749	21.7732	21.166	-99.0	20.8268
W1m0m3_103583	34.61248246	-9.706518922	4.53624	0.0286634	0	0.54	0.338	0.742	1.273	0	24.5353	23.0888	21.639	20.873	-99.0	20.3602
W1m0m3_103637	34.71008604	-9.705829241	3.15046	0.0299236	0	0.54	0.338	0.742	1.091	0	26.0019	24.114	22.765	21.8263	-99.0	21.3421
W1m0m3_103675	34.94171436	-9.705691234	3.29028	0.0446167	0	0.3	0.129	0.471	1.273	0	24.7403	23.2946	22.1988	21.6553	-99.0	21.4088
W1m0m3_103715	34.28539491	-9.706152238	2.92889	0.0923067	0	0.42	0.234	0.606	1.0	0	25.1267	22.9026	21.3457	20.7402	-99.0	20.3526
W1m0m3_103739	34.55998756	-9.705719445	3.057	0.0413712	0	0.48	0.286	0.674	1.0	0	25.8877	23.2768	21.807	21.0383	-99.0	20.586
W1m0m3_103801	34.76104449	-9.705647993	4.88593	0.0106248	0	0.75	0.52	0.98	1.455	0	25.4624	24.5419	23.3384	22.3195	-99.0	21.7901
W1m0m3_103864	34.84803982	-9.704692356	3.18619	0.0361562	0	0.74	0.512	0.968	1.091	0	25.3698	23.8869	22.4654	21.0879	-99.0	20.5586
W1m0m3_103894	34.57070429	-9.70544903	3.65956	0.0350336	0	0.67	0.451	0.889	1.0	0	27.2084	24.9384	23.3936	22.1836	-99.0	21.5822
W1m0m3_103902	34.32659808	-9.704918193	3.50471	0.0375129	0	0.47	0.277	0.663	1.091	0	25.373	23.4229	22.0031	21.1992	-99.0	20.8447
W1m0m3_104106	34.18548415	-9.703098845	3.29444	0.0450674	0	0.87	0.624	1.116	1.091	0	25.9281	24.8389	23.104	21.9227	-99.0	21.1532
W1m0m3_104166	34.42864316	-9.703967682	2.92055	0.246597	0	0.2	0.042	0.36	1.182	0	23.1472	21.6933	20.7611	20.3556	-99.0	20.0619
W1m0m3_104289	34.53416576	-9.703157713	5.07684	0.027307	0	0.58	0.373	0.787	1.364	0	24.7142	23.3398	22.1225	21.176	-99.0	20.7914
W1m0m3_104341	34.04646705	-9.701588405	2.81241	0.112239	0	0.55	0.346	0.754	1.0	0	26.649	24.2561	22.7333	21.6339	-99.0	21.1327
W1m0m3_104538	34.62491668	-9.700866904	3.52825	0.026755	0	0.53	0.329	0.731	1.273	0	25.4608	24.1245	22.6805	21.9253	-99.0	21.5517
W1m0m3_104605	34.22969037	-9.700321146	3.12191	0.0408118	0	1.02	0.755	1.31	1.364	0	25.041	24.6182	23.4307	22.2176	-99.0	21.406
W1m0m3_104618	34.52349221	-9.700045702	3.56203	0.0208672	0	0.92	0.668	1.21	1.0	0	27.1043	25.9201	23.6897	22.2998	-99.0	21.4118
W1m0m3_104829	34.182996	-9.699403554	3.34649	0.0505318	0	0.58	0.373	0.787	1.364	0	24.3	23.0956	21.7383	20.9328	-99.0	20.4328
W1m0m3_105141	34.09525978	-9.698623816	4.17361	0.0221348	0	0.76	0.529	0.991	1.0	0	27.408	25.1414	23.343	22.0484	-99.0	21.3947
W1m0m3_105225	34.49095193	-9.697334235	2.73306	0.693006	0	0.54	0.338	0.742	1.364	0	24.2401	22.9788	21.5369	20.7546	-99.0	20.4093
W1m0m3_105591	34.4849198	-9.694905671	3.56783	0.0464643	0	0.84	0.598	1.082	1.091	0	25.8189	24.7976	23.0399	21.828	-99.0	21.1856
W1m0m3_105592	34.5808438	-9.696244112	3.97933	0.0288957	0	0.47	0.277	0.663	1.455	0	23.5889	22.3408	21.0803	20.4848	-99.0	20.0506
W1m0m3_105783	34.32560737	-9.693481654	3.97213	0.0236961	0	0.62	0.407	0.833	1.364	0	25.3954	24.1889	22.8919	22.0464	-99.0	21.48
W1m0m3_105795	34.44400387	-9.694377996	2.91092	0.115351	0	0.2	0.04	0.358	1.455	0	23.5092	22.1303	21.3436	20.9361	-99.0	20.6851
W1m0m3_105805	34.28652377	-9.693508206	3.27737	0.0311897	0	0.49	0.294	0.686	1.091	0	26.3068	24.3355	22.8374	22.0289	-99.0	21.642
W1m0m3_105848	34.25236812	-9.693882192	2.89732	0.10899	0	0.31	0.138	0.482	1.0	0	24.3689	22.5379	21.2182	20.6868	-99.0	20.3474
W1m0m3_106142	34.51463493	-9.692401894	3.49285	0.0394496	0	0.4	0.216	0.584	1.273	0	24.6482	23.2098	21.8674	21.2759	-99.0	20.9759
W1m0m3_106546	34.60511342	-9.689276126	2.4968	0.551245	0	0.34	0.164	0.516	1.091	0	25.9192	24.2141	22.8545	22.3545	-99.0	21.9995
W1m0m3_106888	34.454278	-9.688232762	3.10788	0.0374187	0	0.37	0.19	0.56	1.455	0	23.78	22.5154	21.433	20.8839	-99.0	20.5084
W1m0m3_106894	34.48424952	-9.687411163	2.87276	0.0865343	0	0.83	0.59	1.07	1.0	0	26.9025	25.7326	23.6491	22.3251	-99.0	21.6296
W1m0m3_106929	34.51567721	-9.688082301	3.52687	0.0585059	0	0.57	0.364	0.776	1.0	0	27.5096	23.9135	22.3653	21.3721	-99.0	20.894
W1m0m3_107204	34.23010062	-9.685288056	3.00417	0.198026	0	0.86	0.616	1.17	1.182	0	26.3928	25.1144	23.7487	22.4779	-99.0	21.5017
W1m0m3_107265	34.33019493	-9.68684414	2.9602	0.180113	0	0.23	0.068	0.392	1.0	0	23.9476	22.2382	-99.0	20.6961	-99.0	20.506
W1m0m3_107424	34.47820218	-9.684989781	3.2699	0.0326056	0	0.4	0.216	0.584	1.0	0	25.5542	23.4698	21.9054	21.2855	-99.0	20.9007
W1m0m3_107453	34.11474047	-9.685032985	3.99745	0.025773	0	0.49	0.294	0.686	1.273	0	25.4578	23.871	22.5612	21.8534	-99.0	21.3932
W1m0m3_107540	34.33583355	-9.683571951	3.1073	0.030178	0	0.57	0.364	0.776	1.273	0	25.707	24.4764	22.8752	22.09	-99.0	21.6929
W1m0m3_107854	34.3711783	-9.681882512	3.584	0.0199774	0	0.49	0.27	0.686	1.455	0	25.5543	24.1128	23.0125	22.322	-99.0	21.9223
W1m0m3_107896	34.95195079	-9.682997403	4.69439	0.027143	0	0.55	0.346	0.754	1.364	0	24.7417	23.5225	22.1435	21.4067	-99.0	20.9256
W1m0m3_108097	34.65252966	-9.681334512	3.92783	0.0328689	0	0.91	0.659	1.161	1.0	0	26.6161	25.6852	23.4354	22.15	-99.0	21.2293
W1m0m3_108127	34.76029516	-9.681465444	3.82877	0.0322368	0	0.92	0.668	1.172	1.091	0	25.3972	24.4667	22.6231	21.2301	-99.0	20.5442
W1m0m3_108250	34.26466121	-9.680793814	3.13032	0.0444244	0	0.57	0.364	0.776	1.091	0	25.9052	23.8062	22.3419	21.3356	-99.0	20.8808
W1m0m3_108306	34.42319594	-9.680927596	4.75065	0.0281396	0	0.44	0.25	0.629	1.273	0	24.5314	23.0309	21.7873	21.1809	-99.0	20.8007
W1m0m3_108365	34.59636621	-9.680837372	4.86109	0.0274015	0	0.51	0.312	0.708	1.364	0	24.6063	23.2316	21.9653	21.2344	-99.0	20.795
W1m0m3_108401	34.40013815	-9.679185106	4.15954	0.014011	0	0.78	0.546	1.014	1.0	0	99.0	25.634	23.8247	22.3474	-99.0	21.681
W1m0m3_108416	34.22033096	-9.678763515	2.48908	0.287886	0	0.3	0.129	0.471	1.0	0	25.9894	24.2906	22.8292	22.4559	-99.0	22.2497
W1m0m3_108554	34.34380719	-9.679279397	3.14299	0.0517635	0	0.4	0.216	0.584	1.0	0	24.6275	22.6073	21.0413	20.4011	-99.0	19.9996
W1m0m3_108933	34.43469917	-9.676704996	3.08984	0.0694345	0	0.75	0.52	0.98	1.091	0	26.3263	24.4416	22.8303	21.5265	-99.0	20.7954
W1m0m3_108977	34.96941131	-9.675750444	2.75843	0.0751068	0	0.73	0.503	0.957	1.182	0	26.396	25.0206	23.5275	22.2024	-99.0	21.765
W1m0m3_109260	34.37026434	-9.675460034	3.00034	0.0651875	0	0.37	0.19	0.55	1.0	0	24.9874	22.9842	21.4589	20.8964	-99.0	20.5464
W1m0m3_109273	34.94469307	-9.675253825	3.6628	0.028237	0	0.51	0.312	0.708	1.364	0	24.8505	23.5552	22.1532	21.5068	-99.0	21.0191
W1m0m3_109348	34.51972088	-9.674592023	2.93488	0.240094	0	0.73	0.503	0.957	1.182	0	25.7869	24.4206	22.8855	21.6748	-99.0	21.1633
W1m0m3_109543	34.31546544	-9.673651941	3.02676	0.161419	0	0.42	0.234	0.606	1.091	0	24.4274	22.593	21.1665	20.507	-99.0	20.1133
W1m0m3_109610	34.04937444	-9.672644384	3.94584	0.0119074	0	1.07	0.798	1.342	1.455	0	24.9706	24.5198	23.469	22.4501	-99.0	21.5006
W1m0m3_109689	34.58696679	-9.673219988	3.87742	0.0286916	0	0.36	0.181	0.539	1.0	0	24.9985	23.0362	21.5753	20.989	-99.0	20.6255
W1m0m3_109726	34.44546033	-9.672625051	3.63199	0.0290257	0	0.46	0.268	0.652	1.0	0	25.0863	22.6036	20.9626	20.3175	-99.0	19.933
W1m0m3_109744	34.41454096	-9.672327466	3.33461	0.0513547	0	0.7	0.477	0.923	1.091	0	26.6939	24.6208	23.0996	21.8016	-99.0	21.2145
W1m0m3_109828	34.14986958	-9.67149183	3.41158	0.0295819	0	0.49	0.294	0.686	1.0	0	27.5676	24.5192	23.131	22.1882	-99.0	21.925
W1m0m3_110113	34.88514804	-9.670173533	5.45926	0.0209899	0	0.98	0.72	1.34	1.455	0	24.2653	23.68	22.7223	21.558	-99.0	20.7672
W1m0m3_110445	34.4925399	-9.667861334	3.79596	0.0202105	0	0.43	0.242	0.618	1.364	0	25.4489	24.202	22.7994	22.2707	-99.0	21.9502
W1m0m3_110489	34.82382331	-9.668347063	3.72298	0.0260799	0	0.57	0.364	0.776	1.273	0	25.6874	24.1919	22.8264	21.9347	-99.0	21.4709
W1m0m3_110802	34.3713695	-9.665871692	4.47021	0.0133038	0	0.71	0.485	0.935	1.091	0	26.8044	25.045	23.4946	22.237	-99.0	21.7348
W1m0m3_110990	34.48640927	-9.664647367	2.86858	0.100207	0	0.35	0.173	0.527	1.091	0	26.0852	24.3117	22.9784	22.4251	-99.0	22.075
W1m0m3_111384	34.37840077	-9.662597625	2.6902	0.125734	0	0.56	0.355	0.765	1.0	0	27.7953	24.3556	22.8374	21.7886	-99.0	21.4008
W1m0m3_111485	34.90866954	-9.662598422	4.44555	0.0285927	0	0.38	0.199	0.561	1.273	0	23.9165	22.5123	21.2511	20.7332	-99.0	20.3212
W1m0m3_111663	34.52165688	-9.660906599	3.08661	0.0402734	0	0.44	0.251	0.629	1.273	0	25.5566	24.0419	22.6755	22.0588	-99.0	21.7245
W1m0m3_111710	34.67169641	-9.66102268	3.25868	0.0346339	0	0.72	0.494	0.946	1.0	0	27.0322	24.8189	23.1817	21.8883	-99.0	21.2354
W1m0m3_111730	34.24761969	-9.66068249	2.86712	0.0829451	0	0.3	0.129	0.471	1.091	0	24.5939	22.8566	21.7536	21.2027	-99.0	20.8119
W1m0m3_111876	34.5339567	-9.66012262	3.04202	0.0549722	0	0.15	0.0	0.301	1.182	0	24.2753	22.7547	21.9438	21.57	-99.0	21.3527
W1m0m3_112034	34.36152982	-9.658869177	3.4473	0.0257271	0	0.67	0.451	0.889	1.364	0	25.5186	24.4243	23.1084	22.1351	-99.0	21.669
W1m0m3_112244	34.42749939	-9.657922097	2.92407	0.0475301	0	0.76	0.529	0.991	1.0	0	27.1439	25.0625	23.1246	21.8698	-99.0	21.3285
W1m0m3_112340	34.65675179	-9.657209988	3.00332	0.0992123	0	0.84	0.598	1.082	1.0	0	99.0	25.7202	23.511	22.2377	-99.0	21.5553
W1m0m3_112570	34.93517841	-9.655405027	3.61412	0.0220372	0	0.88	0.633	1.28	1.364	0	25.3624	24.5362	23.4445	22.2785	-99.0	21.5352
W1m0m3_112659	34.67248708	-9.655436856	2.68677	0.467773	0	0.78	0.546	1.014	1.091	0	25.8908	24.5377	23.0434	21.6969	-99.0	21.0586
W1m0m3_112708	34.72916317	-9.654668641	3.45389	0.0190775	0	1.15	0.868	1.432	1.182	0	25.4789	25.0225	23.6451	22.4258	-99.0	21.5534
W1m0m3_112716	34.43700813	-9.655537516	2.94078	0.063297	0	0.49	0.294	0.686	1.091	0	25.132	23.2818	21.7272	20.9523	-99.0	20.4518
W1m0m3_112765	34.78746261	-9.654588985	2.45555	0.967103	0	0.68	0.459	0.901	1.091	0	26.4059	24.5644	23.0567	21.8604	-99.0	21.3541
W1m0m3_112809	34.39413096	-9.654733775	2.79715	0.0609752	0	0.5	0.303	0.697	1.273	0	25.2446	23.8241	22.407	21.7248	-99.0	21.2515
W1m0m3_112830	34.20016019	-9.654634559	3.62467	0.0327595	0	0.79	0.555	1.025	1.091	0	25.8259	24.5863	22.9048	21.7068	-99.0	21.1107
W1m0m3_112914	34.90358223	-9.654344943	4.42654	0.0241055	0	0.9	0.651	1.17	1.455	0	24.6887	24.1112	22.9071	21.7856	-99.0	21.1918
W1m0m3_113110	34.70571566	-9.653340839	3.23225	0.0313848	0	0.46	0.268	0.652	1.273	0	24.5231	23.0909	21.7645	21.1588	-99.0	20.7137
W1m0m3_113237	34.33728706	-9.653078722	3.00713	0.101753	0	0.24	0.077	0.403	1.0	0	23.4675	21.7291	20.6481	20.2072	-99.0	19.933
W1m0m3_113244	34.46889754	-9.651873513	4.61847	0.00911656	0	0.61	0.399	0.821	1.091	0	26.7619	24.9725	23.4037	22.417	-99.0	21.8859
W1m0m3_113307	34.58173695	-9.652444934	2.79899	0.311094	0	0.45	0.26	0.64	1.0	0	25.5426	23.0921	21.6202	20.9013	-99.0	20.5472
W1m0m3_113462	34.18315094	-9.651189553	2.8217	0.220119	0	0.63	0.416	0.844	1.091	0	25.6483	23.8587	22.2842	21.2123	-99.0	20.7925
W1m0m3_113481	34.21769513	-9.650409545	3.39238	0.030849	0	0.6	0.39	0.81	1.273	0	25.6852	24.3887	22.9474	22.0701	-99.0	21.6248
W1m0m3_113483	34.20922906	-9.651100118	4.35642	0.0219227	0	0.66	0.442	0.878	1.455	0	25.1979	24.0847	22.8684	21.9163	-99.0	21.4859
W1m0m3_113827	34.66547818	-9.648792478	3.04591	0.0688054	0	0.87	0.624	1.116	1.091	0	26.1276	24.996	23.0979	21.7733	-99.0	21.1022
W1m0m3_113851	34.21376643	-9.648487759	2.85338	0.11835	0	0.74	0.512	0.968	1.182	0	25.6531	24.2197	22.8519	21.5937	-99.0	20.9603
W1m0m3_113923	34.81489624	-9.64794844	2.98519	0.0674157	0	0.58	0.373	0.787	1.182	0	26.1437	24.6132	23.2342	22.2798	-99.0	21.8514
W1m0m3_114074	34.47148266	-9.648954021	3.35706	0.035335	0	0.66	0.442	0.878	1.0	0	26.0415	23.7677	22.1394	20.9084	-99.0	20.4481
W1m0m3_114342	34.4820602	-9.64566541	2.50375	0.776276	0	0.67	0.451	0.889	1.091	0	26.3431	24.7637	23.2551	22.1211	-99.0	21.6532
W1m0m3_114386	34.05787861	-9.645661327	2.70991	0.225719	0	0.38	0.199	0.561	1.182	0	24.874	23.25	21.8148	21.292	-99.0	20.9015
W1m0m3_114721	34.5295125	-9.643456029	3.29026	0.0284595	0	0.16	0.0080	0.33	1.273	0	24.6339	23.1486	22.3706	21.9703	-99.0	21.6916
W1m0m3_114750	34.60496296	-9.643624989	3.23109	0.0542806	0	0.85	0.607	1.093	1.091	0	26.065	25.1344	23.3246	22.0817	-99.0	21.476
W1m0m3_114813	34.15985997	-9.643491656	2.84619	0.227827	0	0.63	0.416	0.844	1.091	0	26.3407	24.3586	22.7922	21.7094	-99.0	21.2323
W1m0m3_115351	34.45755959	-9.640100912	3.29333	0.0341537	0	0.71	0.485	0.935	1.273	0	25.2044	24.1223	22.6357	21.5834	-99.0	21.082
W1m0m3_115452	34.29324191	-9.640189918	2.80979	0.800175	0	0.22	0.06	0.39	1.182	0	23.2479	21.7774	20.7473	20.3264	-99.0	20.0318
W1m0m3_115528	34.6868463	-9.638921036	3.43597	0.0413753	0	0.83	0.59	1.07	1.091	0	25.7025	24.421	22.7978	21.5167	-99.0	20.7625
W1m0m3_115614	34.20788512	-9.638159638	2.73096	0.213264	0	0.52	0.32	0.72	1.0	0	26.6671	24.3151	22.8771	21.7929	-99.0	21.4113
W1m0m3_115693	34.70469659	-9.638004348	3.52146	0.0279509	0	0.69	0.468	0.912	1.455	0	24.9335	23.662	22.6659	21.6687	-99.0	21.1308
W1m0m3_115734	34.48685464	-9.638714471	3.32735	0.0439373	0	0.61	0.399	0.821	1.091	0	25.4885	23.6125	22.0961	21.025	-99.0	20.5801
